order_id,order_date,sales_date,ship_date,ship_mode,outlet_type,year,customer_id,customer_name,date_of_birth,segment,product_id,product_name,category_of_goods,sub_category,location_id,country,region,state,city_type,postal_code,sale_id,sales,quantity,discount,profit
ORD000860,02-11-2020,02-08-2023,07-11-2020,Same Day,Medium,2022,CUST000860,Amanda Obrien,14-01-2009,Consumer,PROD000860,Tomatoes - 482,Sessional Fruits & Vegetables,Tomatoes,87,India,East,West Bengal,Tier 1,700001,860,4829.43,6,0.44,579.31
ORD000861,09-07-2021,15-02-2023,10-07-2021,First Class,Medium,2019,CUST000861,Nicole Adkins,26-01-1950,Consumer,PROD000861,Mops - 856,Household Items,Mops,90,India,East,Maharashtra,Tier 2,400001,861,41751.8,8,0.03,10793.78
ORD000862,06-01-2023,22-11-2019,08-01-2023,Same Day,Large,2023,CUST000862,Michelle Drake,06-03-1972,Corporate,PROD000862,Pizzas - 120,Fast Food,Pizzas,81,India,South,Karnataka,Village,560001,862,31060.73,5,0.46,1961.79
ORD000863,14-01-2021,18-05-2022,17-01-2021,Standard Class,Large,2019,CUST000863,Deborah Williams,10-07-2008,Consumer,PROD000863,Mangoes - 184,Sessional Fruits & Vegetables,Mangoes,24,India,West,Rajasthan,Tier 1,302001,863,47423,1,0.12,5454.7
ORD000864,13-06-2023,20-11-2019,15-06-2023,Second Class,Small,2021,CUST000864,Matthew Knight,06-12-1981,Corporate,PROD000864,Mangoes - 162,Sessional Fruits & Vegetables,Mangoes,23,India,South,Rajasthan,Tier 2,302001,864,44330.81,7,0.2,5968.65
ORD000865,24-12-2020,27-05-2022,25-12-2020,Same Day,Large,2020,CUST000865,Sheryl Gardner,09-08-1989,Consumer,PROD000865,Washing Machines - 266,Electric Appliances,Washing Machines,42,India,North,Punjab,Village,160001,865,7239.8,2,0.38,1263.78
ORD000866,23-07-2022,03-11-2020,25-07-2022,First Class,Large,2020,CUST000866,Katelyn Patrick,22-11-2004,Corporate,PROD000866,Beds - 889,Furniture,Beds,80,India,South,Rajasthan,Tier 1,302001,866,13843.75,2,0.01,2690.89
ORD000867,06-12-2020,17-11-2020,09-12-2020,Second Class,Large,2022,CUST000867,Sandra Pierce,14-12-1998,Consumer,PROD000867,Mangoes - 681,Sessional Fruits & Vegetables,Mangoes,113,India,West,Rajasthan,Village,302001,867,37348.51,4,0.03,8900.32
ORD000868,09-08-2022,12-11-2020,15-08-2022,Same Day,Small,2023,CUST000868,Michael Jones,31-12-1998,Consumer,PROD000868,Sandwiches - 781,Fast Food,Sandwiches,30,India,East,Rajasthan,Tier 1,302001,868,45992.74,10,0.03,7862.94
ORD000869,24-03-2022,11-10-2019,28-03-2022,First Class,Small,2021,CUST000869,April Carlson,16-08-2008,Consumer,PROD000869,Microwaves - 163,Electric Appliances,Microwaves,103,India,East,West Bengal,Village,700001,869,37089.69,5,0.16,3512.23
ORD000870,23-11-2022,29-03-2019,26-11-2022,Second Class,Small,2020,CUST000870,Leah Thompson,06-10-1964,Consumer,PROD000870,Butter - 259,Dairy Products,Butter,89,India,West,Tamil Nadu,Tier 2,600001,870,28173.38,1,0.22,6533.83
ORD000871,23-02-2020,30-08-2022,26-02-2020,Second Class,Small,2021,CUST000871,Christopher Weaver,13-12-2002,Corporate,PROD000871,Tables - 811,Furniture,Tables,64,India,North,Gujarat,Tier 1,380001,871,19005.22,7,0.07,4619.91
ORD000872,03-09-2019,02-03-2019,05-09-2019,Second Class,Small,2020,CUST000872,Michelle Sims,08-09-1983,Corporate,PROD000872,Fans - 904,Electric Appliances,Fans,17,India,South,Gujarat,Tier 2,380001,872,48398.66,10,0.44,7157.58
ORD000873,16-06-2020,01-04-2020,17-06-2020,Second Class,Medium,2019,CUST000873,Sean Gallegos,06-08-1955,Consumer,PROD000873,Carrots - 861,Sessional Fruits & Vegetables,Carrots,91,India,West,Gujarat,Tier 1,380001,873,4700.3,6,0.41,535.48
ORD000874,10-11-2020,24-12-2020,16-11-2020,Same Day,Large,2022,CUST000874,Michelle Johnson,20-04-1988,Corporate,PROD000874,Washing Machines - 155,Electric Appliances,Washing Machines,57,India,South,Madhya Pradesh,Tier 2,462001,874,21834.59,7,0,5871.5
ORD000875,10-03-2023,18-10-2019,16-03-2023,Second Class,Medium,2022,CUST000875,Mark Butler,18-05-2012,Consumer,PROD000875,Washing Machines - 638,Electric Appliances,Washing Machines,87,India,East,West Bengal,Tier 1,700001,875,12774.65,10,0.23,2797.96
ORD000876,29-07-2022,06-05-2019,01-08-2022,Second Class,Medium,2020,CUST000876,Emma Gonzalez,02-04-1984,Consumer,PROD000876,Utensils - 639,Household Items,Utensils,36,India,East,Gujarat,Tier 2,380001,876,523.75,2,0.34,76.51
ORD000877,11-03-2020,09-12-2021,15-03-2020,Second Class,Medium,2020,CUST000877,Todd Anderson,06-07-1972,Consumer,PROD000877,Mangoes - 695,Sessional Fruits & Vegetables,Mangoes,64,India,North,Gujarat,Tier 1,380001,877,30423.57,10,0.46,3025.1
ORD000878,05-04-2023,10-03-2022,08-04-2023,Standard Class,Large,2023,CUST000878,Daniel Kennedy,07-09-1984,Consumer,PROD000878,Butter - 201,Dairy Products,Butter,16,India,North,Rajasthan,Tier 2,302001,878,23999.62,10,0.37,3031.97
ORD000879,19-02-2023,03-09-2023,21-02-2023,Standard Class,Small,2022,CUST000879,Alan Herrera,26-07-1983,Corporate,PROD000879,Tables - 178,Furniture,Tables,49,India,West,Maharashtra,Tier 2,400001,879,33968.73,6,0.24,4095.62
ORD000880,23-09-2020,26-08-2022,29-09-2020,First Class,Large,2019,CUST000880,Kimberly Whitaker,02-10-1960,Consumer,PROD000880,Cheese - 923,Dairy Products,Cheese,85,India,North,West Bengal,Tier 2,700001,880,1797.94,1,0.23,314.1
ORD000881,23-11-2021,05-09-2021,28-11-2021,First Class,Medium,2022,CUST000881,David Crosby,01-06-1973,Corporate,PROD000881,Sandwiches - 627,Fast Food,Sandwiches,26,India,South,Karnataka,Tier 1,560001,881,46861.76,4,0.43,4131.16
ORD000882,18-07-2020,02-05-2021,20-07-2020,Standard Class,Large,2022,CUST000882,David Edwards,29-10-1996,Corporate,PROD000882,Burgers - 833,Fast Food,Burgers,95,India,West,Delhi,Village,110001,882,43805.12,8,0.24,6601.23
ORD000883,08-05-2021,29-05-2021,11-05-2021,Second Class,Small,2022,CUST000883,Michael Bradley,01-12-1979,Corporate,PROD000883,Sandwiches - 231,Fast Food,Sandwiches,31,India,North,Madhya Pradesh,Tier 2,462001,883,3334.86,4,0.34,467.94
ORD000884,25-02-2020,30-06-2019,03-03-2020,Second Class,Large,2019,CUST000884,Emily Mitchell,25-12-1951,Corporate,PROD000884,Burgers - 395,Fast Food,Burgers,74,India,West,Tamil Nadu,Village,600001,884,30952.1,8,0.16,4974.75
ORD000885,13-02-2023,23-01-2022,16-02-2023,Same Day,Small,2019,CUST000885,Edward Thomas,24-03-1950,Corporate,PROD000885,Tomatoes - 543,Sessional Fruits & Vegetables,Tomatoes,52,India,West,Gujarat,Village,380001,885,8119.13,7,0.25,1481.34
ORD000886,16-11-2021,08-02-2020,20-11-2021,Same Day,Small,2021,CUST000886,Jennifer Hernandez,26-04-2009,Consumer,PROD000886,Utensils - 918,Household Items,Utensils,28,India,West,Uttar Pradesh,Village,226001,886,37497.68,5,0.35,4708.02
ORD000887,06-08-2022,27-07-2019,10-08-2022,Same Day,Small,2021,CUST000887,Vincent Kelly,27-09-2002,Consumer,PROD000887,Cheese - 116,Dairy Products,Cheese,90,India,East,Maharashtra,Tier 2,400001,887,26460.15,1,0.48,3684.7
ORD000888,07-11-2019,10-03-2020,14-11-2019,First Class,Large,2021,CUST000888,Ralph Thomas,06-03-1993,Corporate,PROD000888,Pizzas - 215,Fast Food,Pizzas,106,India,East,Karnataka,Village,560001,888,30756.11,7,0.01,4648.93
ORD000889,06-10-2019,06-08-2020,08-10-2019,Standard Class,Small,2023,CUST000889,Bryan Klein,22-02-1964,Consumer,PROD000889,Washing Machines - 292,Electric Appliances,Washing Machines,39,India,East,Karnataka,Tier 2,560001,889,27898.6,7,0.34,5479.92
ORD000890,07-03-2020,07-09-2019,10-03-2020,Same Day,Small,2023,CUST000890,Patricia Waters,03-09-1972,Corporate,PROD000890,Buckets - 578,Household Items,Buckets,4,India,South,Gujarat,Tier 1,380001,890,3921.52,6,0.09,1056.07
ORD000891,14-08-2020,14-11-2019,15-08-2020,Same Day,Large,2022,CUST000891,Jessica Johnson,31-08-2003,Consumer,PROD000891,Sofas - 941,Furniture,Sofas,107,India,South,Punjab,Tier 1,160001,891,27783.27,9,0.33,4868.16
ORD000892,05-12-2021,24-02-2022,09-12-2021,Standard Class,Medium,2020,CUST000892,Frank Hall,27-03-1999,Consumer,PROD000892,Mops - 696,Household Items,Mops,46,India,North,West Bengal,Tier 1,700001,892,46615.85,7,0.31,4379.13
ORD000893,14-08-2023,09-10-2023,15-08-2023,First Class,Medium,2019,CUST000893,Brandon Morgan,17-01-2011,Corporate,PROD000893,Yogurt - 570,Dairy Products,Yogurt,87,India,East,West Bengal,Tier 1,700001,893,15303.46,5,0.43,1343.9
ORD000894,18-11-2022,20-01-2021,20-11-2022,First Class,Large,2022,CUST000894,Melanie Cooper,12-12-2008,Consumer,PROD000894,Microwaves - 729,Electric Appliances,Microwaves,112,India,North,Delhi,Village,110001,894,48417.35,3,0.25,5187.36
ORD000895,21-04-2021,10-01-2019,27-04-2021,Second Class,Large,2019,CUST000895,Veronica Newman,19-08-1951,Consumer,PROD000895,Utensils - 790,Household Items,Utensils,53,India,South,Maharashtra,Tier 1,400001,895,46013.99,3,0.3,7248.3
ORD000896,23-10-2023,15-01-2022,27-10-2023,Standard Class,Medium,2019,CUST000896,Robert Cooke,12-02-1969,Corporate,PROD000896,Sofas - 604,Furniture,Sofas,35,India,North,Tamil Nadu,Tier 2,600001,896,11318.01,6,0.45,1559.46
ORD000897,07-11-2021,11-05-2020,12-11-2021,Same Day,Small,2021,CUST000897,Mark Ferguson,18-05-1964,Consumer,PROD000897,Mops - 886,Household Items,Mops,13,India,North,Uttar Pradesh,Tier 1,226001,897,45395.15,3,0.03,10550.79
ORD000898,08-03-2021,03-11-2020,12-03-2021,Same Day,Medium,2021,CUST000898,Bryan Jones,25-05-1954,Corporate,PROD000898,Pizzas - 814,Fast Food,Pizzas,119,India,South,Uttar Pradesh,Village,226001,898,49643.14,2,0.32,9732.81
ORD000899,26-12-2021,11-02-2021,27-12-2021,Standard Class,Medium,2022,CUST000899,Ricky Strickland,28-03-1999,Consumer,PROD000899,Refrigerators - 854,Electric Appliances,Refrigerators,113,India,West,Rajasthan,Village,302001,899,29416.56,9,0.14,5347.15
ORD000900,18-05-2021,02-10-2019,20-05-2021,Standard Class,Medium,2019,CUST000900,Sarah Gonzalez,22-07-1955,Consumer,PROD000900,Buckets - 563,Household Items,Buckets,77,India,East,Uttar Pradesh,Tier 2,226001,900,48234.59,1,0,13013.22
ORD000901,20-09-2019,09-03-2023,25-09-2019,Standard Class,Large,2019,CUST000901,Joshua Johnson,14-06-1977,Consumer,PROD000901,Burgers - 906,Fast Food,Burgers,120,India,South,Gujarat,Village,380001,901,5461.9,9,0.25,1122.68
ORD000902,27-06-2022,26-02-2022,01-07-2022,First Class,Large,2023,CUST000902,Jasmine Drake,05-07-1964,Consumer,PROD000902,Apples - 812,Sessional Fruits & Vegetables,Apples,96,India,South,Tamil Nadu,Tier 1,600001,902,29326.09,6,0.01,6415.37
ORD000903,10-01-2019,25-07-2023,16-01-2019,Same Day,Small,2023,CUST000903,Rebecca Williams,04-02-2002,Consumer,PROD000903,Mangoes - 411,Sessional Fruits & Vegetables,Mangoes,100,India,East,Rajasthan,Tier 2,302001,903,8388.49,9,0.49,778.56
ORD000904,03-11-2021,27-03-2022,04-11-2021,Standard Class,Large,2021,CUST000904,Jesus Bell,15-06-1994,Corporate,PROD000904,Butter - 656,Dairy Products,Butter,106,India,East,Karnataka,Village,560001,904,34929.05,3,0.25,2673.83
ORD000905,11-12-2021,15-06-2021,13-12-2021,Second Class,Medium,2019,CUST000905,Virginia Walsh,02-12-1975,Corporate,PROD000905,Utensils - 253,Household Items,Utensils,19,India,North,Punjab,Tier 1,160001,905,34951.2,2,0.49,5343.44
ORD000906,30-01-2023,06-11-2022,06-02-2023,Second Class,Small,2022,CUST000906,Jennifer Brown,13-03-2018,Consumer,PROD000906,Beds - 684,Furniture,Beds,42,India,North,Punjab,Village,160001,906,33826.82,8,0.05,5332.6
ORD000907,01-11-2022,01-12-2020,08-11-2022,First Class,Small,2023,CUST000907,Fred Adams,18-09-1959,Corporate,PROD000907,Fries - 759,Fast Food,Fries,106,India,East,Karnataka,Village,560001,907,18319.72,1,0.47,1751.03
ORD000908,02-09-2023,13-01-2020,04-09-2023,Same Day,Small,2020,CUST000908,Kaylee Garcia,12-04-1976,Consumer,PROD000908,Burgers - 707,Fast Food,Burgers,91,India,West,Gujarat,Tier 1,380001,908,19840.19,6,0.42,1479.37
ORD000909,28-08-2020,30-01-2020,03-09-2020,Standard Class,Small,2019,CUST000909,Megan Woods,04-12-2014,Consumer,PROD000909,Fries - 107,Fast Food,Fries,113,India,West,Rajasthan,Village,302001,909,41274.75,9,0.38,4907.92
ORD000910,28-12-2021,24-02-2019,02-01-2022,Standard Class,Small,2022,CUST000910,Denise Gibbs,24-06-1979,Consumer,PROD000910,Washing Machines - 329,Electric Appliances,Washing Machines,100,India,East,Rajasthan,Tier 2,302001,910,16177.73,3,0.48,1112.6
ORD000911,12-01-2020,30-09-2021,16-01-2020,Same Day,Large,2021,CUST000911,Gary Mendoza,22-08-2004,Consumer,PROD000911,Refrigerators - 850,Electric Appliances,Refrigerators,105,India,East,Madhya Pradesh,Tier 1,462001,911,5130.79,7,0.41,808.14
ORD000912,10-05-2021,02-03-2023,17-05-2021,Same Day,Medium,2020,CUST000912,Kelly Thomas,23-02-1958,Corporate,PROD000912,Sandwiches - 892,Fast Food,Sandwiches,8,India,East,Karnataka,Tier 1,560001,912,42619.71,2,0.23,7723.35
ORD000913,21-02-2022,17-07-2020,26-02-2022,Second Class,Small,2023,CUST000913,Christopher Anderson,28-02-1987,Corporate,PROD000913,Yogurt - 313,Dairy Products,Yogurt,55,India,West,Punjab,Village,160001,913,18467.02,7,0.44,1579.28
ORD000914,17-06-2023,28-11-2020,24-06-2023,Standard Class,Small,2019,CUST000914,Charles Thomas,30-07-1966,Corporate,PROD000914,Butter - 153,Dairy Products,Butter,95,India,West,Delhi,Village,110001,914,17461.58,1,0.41,2776.47
ORD000915,09-11-2023,01-12-2021,12-11-2023,Second Class,Large,2020,CUST000915,Christopher Schmidt,18-09-1969,Corporate,PROD000915,Utensils - 181,Household Items,Utensils,30,India,East,Rajasthan,Tier 1,302001,915,36316.35,8,0.34,3380.53
ORD000916,15-03-2020,21-09-2023,22-03-2020,Same Day,Small,2020,CUST000916,Jessica Clements,24-04-1956,Consumer,PROD000916,Pizzas - 749,Fast Food,Pizzas,84,India,West,Uttar Pradesh,Tier 1,226001,916,28511.48,2,0.2,5821.47
ORD000917,10-01-2019,03-03-2022,13-01-2019,Second Class,Small,2023,CUST000917,Kyle Lynch,28-01-1969,Corporate,PROD000917,Milk - 942,Dairy Products,Milk,9,India,East,Madhya Pradesh,Tier 2,462001,917,49414.63,6,0.12,6082.08
ORD000918,01-04-2019,26-11-2020,04-04-2019,Standard Class,Small,2022,CUST000918,Matthew English,06-08-1996,Consumer,PROD000918,Detergents - 984,Household Items,Detergents,4,India,South,Gujarat,Tier 1,380001,918,23345.14,9,0.47,1498.88
ORD000919,31-05-2020,18-04-2023,05-06-2020,First Class,Large,2023,CUST000919,Linda Kelly,18-05-1996,Corporate,PROD000919,Chairs - 361,Furniture,Chairs,62,India,South,Tamil Nadu,Village,600001,919,27991.01,10,0.43,1799.26
ORD000920,14-08-2023,19-11-2019,17-08-2023,First Class,Large,2020,CUST000920,Michael Harris,28-12-1988,Corporate,PROD000920,Washing Machines - 210,Electric Appliances,Washing Machines,53,India,South,Maharashtra,Tier 1,400001,920,15328.7,10,0.29,2113.16
ORD000921,28-11-2020,26-02-2022,05-12-2020,Standard Class,Large,2019,CUST000921,Wesley Armstrong,26-08-2015,Corporate,PROD000921,Tables - 848,Furniture,Tables,80,India,South,Rajasthan,Tier 1,302001,921,33092.56,3,0.06,7794.98
ORD000922,14-02-2020,19-08-2023,19-02-2020,Standard Class,Large,2021,CUST000922,Kelli Petersen,27-10-1962,Consumer,PROD000922,Apples - 700,Sessional Fruits & Vegetables,Apples,116,India,North,Tamil Nadu,Tier 1,600001,922,35451.4,9,0.27,6100.21
ORD000923,23-10-2021,12-08-2023,24-10-2021,Second Class,Medium,2021,CUST000923,Timothy Smith,02-04-1971,Corporate,PROD000923,Carrots - 230,Sessional Fruits & Vegetables,Carrots,65,India,East,Uttar Pradesh,Village,226001,923,19909.3,6,0.26,2219.33
ORD000924,18-07-2019,09-11-2019,20-07-2019,Standard Class,Medium,2021,CUST000924,Adam Gibson,21-05-1991,Corporate,PROD000924,Milk - 623,Dairy Products,Milk,23,India,South,Rajasthan,Tier 2,302001,924,13327.28,1,0.2,1820.6
ORD000925,26-10-2021,01-07-2019,31-10-2021,First Class,Small,2019,CUST000925,Zachary Richards,16-05-1962,Consumer,PROD000925,Pizzas - 110,Fast Food,Pizzas,47,India,East,Maharashtra,Village,400001,925,9956.76,7,0.25,1107.8
ORD000926,12-09-2019,10-03-2022,16-09-2019,Same Day,Medium,2023,CUST000926,Billy Buck,31-01-1953,Consumer,PROD000926,Milk - 404,Dairy Products,Milk,49,India,West,Maharashtra,Tier 2,400001,926,8171.05,9,0.37,1084.25
ORD000927,21-01-2023,09-11-2019,24-01-2023,Same Day,Small,2019,CUST000927,Kenneth Gonzalez,23-08-1990,Corporate,PROD000927,Fries - 149,Fast Food,Fries,120,India,South,Gujarat,Village,380001,927,11254.01,6,0.49,1669.62
ORD000928,25-10-2023,18-12-2019,31-10-2023,Second Class,Medium,2022,CUST000928,Jessica Johnson,21-03-1960,Corporate,PROD000928,Butter - 325,Dairy Products,Butter,19,India,North,Punjab,Tier 1,160001,928,12968.55,3,0.41,1901.2
ORD000929,26-11-2019,13-03-2021,29-11-2019,Same Day,Medium,2023,CUST000929,Tyler Walker,16-11-1962,Consumer,PROD000929,Burgers - 329,Fast Food,Burgers,117,India,North,Karnataka,Village,560001,929,17739.34,9,0.43,2645.28
ORD000930,06-12-2023,19-07-2020,12-12-2023,Standard Class,Small,2020,CUST000930,Joseph Smith,08-12-1996,Consumer,PROD000930,Chairs - 826,Furniture,Chairs,26,India,South,Karnataka,Tier 1,560001,930,21925.77,5,0.08,2554.13
ORD000931,02-06-2022,04-03-2022,06-06-2022,First Class,Medium,2023,CUST000931,Kevin Clark,24-07-1950,Corporate,PROD000931,Milk - 334,Dairy Products,Milk,13,India,North,Uttar Pradesh,Tier 1,226001,931,28556.49,10,0.12,6565.1
ORD000932,11-01-2023,16-09-2020,13-01-2023,Standard Class,Small,2023,CUST000932,Sharon Guzman,26-01-1998,Corporate,PROD000932,Sandwiches - 124,Fast Food,Sandwiches,55,India,West,Punjab,Village,160001,932,27309,7,0.16,6078.13
ORD000933,15-10-2019,28-12-2019,21-10-2019,Standard Class,Small,2019,CUST000933,Lori Wolfe,20-12-2008,Corporate,PROD000933,Utensils - 393,Household Items,Utensils,91,India,West,Gujarat,Tier 1,380001,933,17635.73,8,0.12,3897.28
ORD000934,24-06-2021,03-10-2020,29-06-2021,First Class,Large,2022,CUST000934,Mason Lindsey,09-06-1976,Corporate,PROD000934,Mops - 290,Household Items,Mops,94,India,West,West Bengal,Tier 2,700001,934,3029.01,8,0.47,198.88
ORD000935,18-03-2022,21-10-2020,22-03-2022,Same Day,Large,2020,CUST000935,Brian Burke,09-08-1981,Consumer,PROD000935,Tomatoes - 825,Sessional Fruits & Vegetables,Tomatoes,25,India,West,Karnataka,Village,560001,935,8578.31,3,0.11,1802.44
ORD000936,15-12-2023,29-06-2019,20-12-2023,Second Class,Large,2020,CUST000936,Judith Larson,10-02-1962,Consumer,PROD000936,Washing Machines - 938,Electric Appliances,Washing Machines,101,India,North,Madhya Pradesh,Tier 1,462001,936,45364.45,8,0.08,11000.71
ORD000937,05-07-2019,27-07-2022,07-07-2019,Same Day,Medium,2019,CUST000937,David Mason,15-08-1975,Corporate,PROD000937,Fries - 615,Fast Food,Fries,46,India,North,West Bengal,Tier 1,700001,937,4791.62,9,0.31,890.83
ORD000938,20-03-2020,23-06-2020,27-03-2020,Standard Class,Large,2019,CUST000938,Jay Bowman,05-01-1984,Consumer,PROD000938,Mops - 417,Household Items,Mops,54,India,South,Delhi,Tier 2,110001,938,45334.04,7,0.42,2657.56
ORD000939,17-01-2023,13-07-2020,20-01-2023,Standard Class,Small,2022,CUST000939,Keith Brown,05-02-2016,Consumer,PROD000939,Apples - 355,Sessional Fruits & Vegetables,Apples,50,India,South,Maharashtra,Village,400001,939,22879.58,9,0.2,3161.34
ORD000940,28-07-2023,03-11-2022,02-08-2023,First Class,Small,2023,CUST000940,Kathleen Woods,10-05-2000,Corporate,PROD000940,Cheese - 867,Dairy Products,Cheese,9,India,East,Madhya Pradesh,Tier 2,462001,940,3559.2,8,0.12,432.25
ORD000941,19-09-2022,03-08-2022,23-09-2022,Same Day,Small,2020,CUST000941,Frederick Ballard,23-03-1961,Corporate,PROD000941,Refrigerators - 435,Electric Appliances,Refrigerators,9,India,East,Madhya Pradesh,Tier 2,462001,941,18695.32,1,0.19,2214.33
ORD000942,20-04-2020,08-04-2023,21-04-2020,Standard Class,Large,2020,CUST000942,Shaun Patel,22-04-2000,Corporate,PROD000942,Yogurt - 768,Dairy Products,Yogurt,55,India,West,Punjab,Village,160001,942,10182.02,3,0.44,1582.07
ORD000943,09-08-2021,11-01-2019,12-08-2021,Second Class,Small,2023,CUST000943,Christopher Snow,21-12-2011,Corporate,PROD000943,Chairs - 149,Furniture,Chairs,37,India,South,Punjab,Tier 2,160001,943,48620.94,6,0.47,4367.79
ORD000944,16-02-2022,26-02-2020,23-02-2022,Second Class,Small,2021,CUST000944,Katie Baker,03-11-1952,Corporate,PROD000944,Microwaves - 397,Electric Appliances,Microwaves,84,India,West,Uttar Pradesh,Tier 1,226001,944,38707.84,1,0.27,6385.77
ORD000945,18-11-2020,18-03-2021,25-11-2020,Standard Class,Small,2022,CUST000945,Timothy Rosales,29-08-1956,Corporate,PROD000945,Fries - 577,Fast Food,Fries,63,India,West,Maharashtra,Tier 1,400001,945,40625.09,5,0.2,9567.58
ORD000946,08-06-2022,13-07-2023,11-06-2022,Same Day,Medium,2021,CUST000946,Jennifer Patterson,08-09-1976,Corporate,PROD000946,Fans - 175,Electric Appliances,Fans,102,India,South,Tamil Nadu,Tier 2,600001,946,37988.62,9,0.4,5359.68
ORD000947,09-02-2020,29-01-2021,13-02-2020,Standard Class,Medium,2021,CUST000947,Heather White,07-04-1951,Corporate,PROD000947,Mops - 976,Household Items,Mops,118,India,West,Maharashtra,Village,400001,947,27277.72,6,0.32,3222.62
ORD000948,13-03-2019,27-11-2021,18-03-2019,Same Day,Small,2021,CUST000948,Melissa Garcia,24-03-1961,Consumer,PROD000948,Sofas - 698,Furniture,Sofas,94,India,West,West Bengal,Tier 2,700001,948,46446.36,2,0.1,12391.16
ORD000949,13-02-2019,09-08-2019,14-02-2019,Second Class,Small,2021,CUST000949,Mark Smith,08-01-1986,Consumer,PROD000949,Fans - 831,Electric Appliances,Fans,61,India,West,Tamil Nadu,Tier 1,600001,949,11014.22,5,0.17,1214.96
ORD000950,16-07-2019,30-11-2023,19-07-2019,First Class,Small,2023,CUST000950,Jill York,23-07-2013,Consumer,PROD000950,Tomatoes - 653,Sessional Fruits & Vegetables,Tomatoes,71,India,East,Punjab,Tier 2,160001,950,31440.6,2,0.11,4221.34
ORD000951,16-05-2022,20-04-2022,19-05-2022,First Class,Large,2020,CUST000951,Karen Savage,16-10-1980,Corporate,PROD000951,Apples - 708,Sessional Fruits & Vegetables,Apples,115,India,East,Punjab,Village,160001,951,30794.92,9,0.45,2679.75
ORD000952,31-01-2020,24-03-2021,02-02-2020,Same Day,Small,2023,CUST000952,April Hodges,15-07-1960,Consumer,PROD000952,Refrigerators - 427,Electric Appliances,Refrigerators,64,India,North,Gujarat,Tier 1,380001,952,18138.46,2,0,5123.85
ORD000953,04-05-2022,20-07-2022,07-05-2022,Standard Class,Medium,2022,CUST000953,Kayla Cordova,16-09-1991,Consumer,PROD000953,Apples - 113,Sessional Fruits & Vegetables,Apples,43,India,South,West Bengal,Tier 2,700001,953,8055.19,2,0.43,1081.08
ORD000954,16-02-2020,22-02-2023,19-02-2020,Same Day,Small,2022,CUST000954,Andrew Clark,10-04-1993,Consumer,PROD000954,Burgers - 383,Fast Food,Burgers,65,India,East,Uttar Pradesh,Village,226001,954,27190.51,5,0.24,2725.06
ORD000955,11-02-2019,26-03-2023,16-02-2019,Standard Class,Large,2023,CUST000955,Isaac Gibson,05-04-1952,Consumer,PROD000955,Washing Machines - 836,Electric Appliances,Washing Machines,8,India,East,Karnataka,Tier 1,560001,955,26496.23,1,0.17,3463.76
ORD000956,28-07-2020,08-01-2022,31-07-2020,First Class,Medium,2020,CUST000956,Christopher Robinson,13-09-2017,Consumer,PROD000956,Tomatoes - 781,Sessional Fruits & Vegetables,Tomatoes,20,India,East,Gujarat,Village,380001,956,6314.91,7,0.33,568.16
ORD000957,07-10-2023,26-07-2023,12-10-2023,Standard Class,Large,2023,CUST000957,David Sosa,13-07-1981,Corporate,PROD000957,Pizzas - 577,Fast Food,Pizzas,14,India,South,West Bengal,Tier 1,700001,957,14391.18,8,0.41,2324.13
ORD000958,21-10-2022,23-09-2021,25-10-2022,Standard Class,Small,2020,CUST000958,Lauren Brown,18-04-1961,Corporate,PROD000958,Mangoes - 183,Sessional Fruits & Vegetables,Mangoes,120,India,South,Gujarat,Village,380001,958,26757.64,3,0.42,4471.32
ORD000959,05-10-2021,11-12-2021,07-10-2021,Same Day,Medium,2020,CUST000959,Thomas Powell,21-05-1965,Corporate,PROD000959,Mangoes - 331,Sessional Fruits & Vegetables,Mangoes,87,India,East,West Bengal,Tier 1,700001,959,38733.35,10,0.39,4738.39
ORD000960,01-06-2019,02-11-2019,03-06-2019,Second Class,Large,2021,CUST000960,Charles Burton,04-04-2009,Corporate,PROD000960,Tomatoes - 556,Sessional Fruits & Vegetables,Tomatoes,75,India,North,Tamil Nadu,Village,600001,960,37872.5,3,0.33,6646.87
ORD000961,29-10-2022,04-12-2022,05-11-2022,Same Day,Medium,2023,CUST000961,Joanne Snow,08-02-1971,Corporate,PROD000961,Microwaves - 645,Electric Appliances,Microwaves,69,India,North,Madhya Pradesh,Village,462001,961,5045.42,2,0.31,648.66
ORD000962,05-11-2022,14-01-2021,08-11-2022,First Class,Medium,2022,CUST000962,Jennifer Lara,06-08-1995,Consumer,PROD000962,Washing Machines - 263,Electric Appliances,Washing Machines,8,India,East,Karnataka,Tier 1,560001,962,23461.58,2,0.33,1745.69
ORD000963,21-07-2020,31-12-2021,24-07-2020,First Class,Small,2019,CUST000963,Phillip Bowen,14-06-1997,Consumer,PROD000963,Tables - 620,Furniture,Tables,74,India,West,Tamil Nadu,Village,600001,963,48898.08,7,0.39,6387.09
ORD000964,29-10-2023,16-11-2021,04-11-2023,Standard Class,Medium,2023,CUST000964,Joe Gonzales,02-02-2004,Consumer,PROD000964,Milk - 436,Dairy Products,Milk,90,India,East,Maharashtra,Tier 2,400001,964,27348.61,8,0.48,2480.78
ORD000965,02-03-2021,27-09-2022,04-03-2021,Second Class,Medium,2023,CUST000965,Jennifer Berg,06-08-1985,Corporate,PROD000965,Beds - 240,Furniture,Beds,49,India,West,Maharashtra,Tier 2,400001,965,1142.46,3,0.17,133.54
